split,content_char,target_font,content_font,l1,ssim,vgg
labels_val_unseen_font,d,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_creepstercaps_CreepsterCaps-Regular,0.27930280566215515,0.6602126359939575,0.5437772274017334
labels_val_unseen_font,e,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_opensanshebrew_OpenSansHebrew-ExtraBold,0.06723076105117798,0.8492879271507263,0.5437772274017334
labels_val_unseen_font,f,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_abeezee_ABeeZee-Italic,0.27469301223754883,0.690073549747467,0.5437772274017334
labels_val_unseen_font,g,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_aboreto_Aboreto-Regular,0.46784675121307373,0.5487445592880249,0.5437772274017334
labels_val_unseen_font,h,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_syncopate_Syncopate-Regular,0.360626220703125,0.6334083080291748,0.4769020974636078
labels_val_unseen_font,i,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_opensanshebrew_OpenSansHebrew-ExtraBold,0.09218369424343109,0.8488669395446777,0.4769020974636078
labels_val_unseen_font,k,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_amarante_Amarante-Regular,0.20228172838687897,0.7332033514976501,0.4769020974636078
labels_val_unseen_font,l,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_walterturncoat_WalterTurncoat-Regular,0.2364318072795868,0.7487191557884216,0.4769020974636078
labels_val_unseen_font,m,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_alfaslabone_AlfaSlabOne-Regular,0.19801588356494904,0.692901611328125,0.4769020974636078
labels_val_unseen_font,n,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_opensanshebrew_OpenSansHebrew-Bold,0.14831051230430603,0.7865215539932251,0.4769020974636078
labels_val_unseen_font,o,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_opensanshebrewcondensed_OpenSansHebrewCondensed-BoldItalic,0.09773507714271545,0.8295304775238037,0.4769020974636078
labels_val_unseen_font,p,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_syncopate_Syncopate-Regular,0.27755844593048096,0.694069504737854,0.4769020974636078
labels_val_unseen_font,q,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_alegreyasc_AlegreyaSC-Bold,0.21546906232833862,0.7129963636398315,0.4769020974636078
labels_val_unseen_font,r,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_almendradisplay_AlmendraDisplay-Regular,0.09738701581954956,0.8322131633758545,0.4769020974636078
labels_val_unseen_font,s,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_abeezee_ABeeZee-Italic,0.07033029198646545,0.8448440432548523,0.4769020974636078
labels_val_unseen_font,t,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_opensanshebrewcondensed_OpenSansHebrewCondensed-BoldItalic,0.09723489731550217,0.8348896503448486,0.4769020974636078
labels_val_unseen_font,u,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_amaranth_Amaranth-Bold,0.08183206617832184,0.8312250971794128,0.4769020974636078
labels_val_unseen_font,v,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_aboreto_Aboreto-Regular,0.1713990867137909,0.7703880071640015,0.4769020974636078
labels_val_unseen_font,w,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_amarante_Amarante-Regular,0.1694205403327942,0.7492461800575256,0.4769020974636078
labels_val_unseen_font,x,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_alegreya_Alegreya_wght,0.11039409041404724,0.7939836978912354,0.4769020974636078
labels_val_unseen_font,y,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_creepstercaps_CreepsterCaps-Regular,0.3298453092575073,0.6405346393585205,0.4414835572242737
labels_val_unseen_font,0,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_amarante_Amarante-Regular,0.11279486119747162,0.803230345249176,0.4414835572242737
labels_val_unseen_font,1,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_almendradisplay_AlmendraDisplay-Regular,0.09612037986516953,0.8464658260345459,0.4414835572242737
labels_val_unseen_font,2,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_alfaslabone_AlfaSlabOne-Regular,0.17098578810691833,0.7448556423187256,0.4414835572242737
labels_val_unseen_font,3,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_amarante_Amarante-Regular,0.147650808095932,0.7650470733642578,0.4414835572242737
labels_val_unseen_font,4,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_almendradisplay_AlmendraDisplay-Regular,0.12812215089797974,0.7997304201126099,0.4414835572242737
